title,text_list,tag_list,url
Підлітки розчистили від сміття три кілометри узбережжя Дніпра на Черкащині," Ліплявське лісництво Золотоніського лісгоспу – одне з улюблених місць відпочинку місцевих жителів. Із кожним роком до лісу, який тягнеться узбережжям річки Дніпро, приїздить ще більше відпочиваючих та залишають по собі гори сміття. Про це повідомляє , Черкаського обласного гідрометцентру лісового та мисливського господарства., Замість того, щоб відпочивати вдома, учні Ліплявського навчально-виховного комплексу вирішили долучилися до акції ""За чисте довкілля"". Тож протягом кількох годин підлітки прибрали майже три кілометри узбережжя. Власним прикладом, намагаючись вирішити ""сміттєву"" проблему школярі разом із лісничим Ліплявського лісництва Олександром Чарухою та інженером з лісових культур Золотоніського лісгоспу Оленою Лістровою зібрали металеві бляшанки, скло, пластик і поліетилен, які забули прибрати після себе відпочиваючі., , , Як повідомляв сайт vikka.ua, на Черкащині невідомі , підсобне приміщення в парку., ,  ","#ВІККА,#новини,#Черкащина,#прибирання",https://www.vikka.ua/novini/pidlitki-rozchistili-vid-smittya-tri-kilometri-uzberezhzhya-dnipra-na-cherkashhini/
"Двох товаришів, які вбили чоловіка, судили на Черкащині"," На Черкащині засудили двох чоловіків, які убили свого знайомого під час розпиття алкоголю. Про це повідомляє , прокуратури Черкаської області., Так, було встановлено, що двоє зловмисників під час розпиття спиртних напоїв в одному з приватних будинків м. Звенигородка, під час конфлікту із господарем домоволодіння жорстоко побили його. Від отриманих травм потерпілий загинув на місці події. Злодії викрали його мобільний телефон та втекли., Окрім того, зазначені особи обвинувачуються у вчиненні крадіжок на території Звенигородського району та нанесенні тілесних ушкоджень місцевому жителю., Суд визнав затриманих винними у скоєних злочинах та засудив їх до 10 років 6 місяців позбавлення волі кожному., Як повідомляв сайт vikka.ua, зловмисників, які на Черкащині , молоду таксистку, арештували., ,  ","#ВІККА,#новини,#Черкащина,#убивство",https://www.vikka.ua/novini/dvox-tovarishiv-yaki-vbili-cholovika-sudili-na-cherkashhini/
"Анатолій Нужний: ""Допомога і сприяння розвитку спорту серед дітей та молоді – найкраща інвестиція у майбутнє!""","20 квітня у Черкасах за сприяння голови Черкаської обласної організації політичної партії ""Наш край"" Анатолія Нужного відбувся Відкритий турнір з Шорінзірю Кенкокан Каратедо, Косікі Каратедо.,Черкаська Школа Каратедо східних єдиноборств виховує сотні спортсменів, організовує та проводить десятки змагань та турнірів, вихованці Школи беруть участь у всеукраїнських та міжнародних змаганнях, здобуваючи призові місця.,На Відкритий турнір 20 квітня до Черкас з’їхалися спортсмени із Києва та Одеси. Що дає можливість і спортсменам, і тренерам продемонструвати рівень власних можливостей, а також перейняти досвід колег.,У турнірі взяли участь 97 учасників, які протягом декількох годин боролися за призові місця та нагороди.,Єдине, що насправді засмучує настільки гарну подію, так це брак належного фінансування спортивної галузі. Адже виховання здорової молоді не є питанням ""номер один"" ні для влади міста, ні для влади області в цілому. Тому питання організаційного характеру, щодо належного приміщення для тренувань та змагань, придбання спортивного обладнання та нагороджувальної атрибутики, залишаються питаннями тренерського складу Школи та батьків її вихованців.,Анатолій Нужний наголосив, що й в подальшому разом із черкаською командою ""Нашого краю"" сприятиме розвитку Школи.,Також, за твердженням політика, допомога і сприяння розвитку спорту серед дітей та молоді – найкраща інвестиція у майбутнє!,За результатами змагань серед 97 учасників 1 і 2 місце розділили порівну 42 учасники, а 3 місце отримало 19 юних спортсменів.",,https://www.vikka.ua/novini-na-vikka/politichni-novini/anatolij-nuzhnij-dopomoga-i-spriyannya-rozvitku-sportu-sered-ditej-ta-molodi-najkrashha-investiciya-u-majbutnye/
У Черкасах у водія вилучили пістолет (ФОТО)," До Черкаського відділку поліції надійшло повідомлення про те, що один із місцевих жителів зберігає в автівці зброю. Про це повідомляє , ГУНП в Черкаській області., Правоохоронці виявили автомобіль підозрюваного на одній із вулиць міста. Під час обшуку транспортного засобу було виявлено пістолет. Водієм виявився раніше судимий житель Черкас, він не пояснив звідки дістав зброю., Пістолет було вилучено та направлено на експертизу. За скоєний злочин чоловіку загрожує покарання у вигляді позбавлення волі на строк від трьох до семи років., , Як повідомляв сайт vikka.ua, зловмисників, які на Черкащині , молоду таксистку, арештували., ,  ","#Черкаси,#ВІККА,#новини,#зброя",https://www.vikka.ua/novini/u-cherkasax-u-vodiya-viluchili-pistolet-foto/
"""Це знущання над виборцями"": як на Черкащині минув день голосування (ФОТО)"," Другий тур виборів на Черкащині минув порівняно спокійно і без грубих порушень. Про це представники обласної ""ОПОРИ"" розповіли на підсумковій прес-конференції 22 квітня, передає кореспондент сайту ,., Незначні порушення спостерігачі Громадянської мережі, які працювали на 48 ДВК та 7 ОВК, фіксували і серед виборців, і самих членів виборчих комісій., , Так, протягом дня у селах Черкащини була помічена видача бюлетеня без паспорта і порушення таємниці голосування. У Лисянському та Городищенському районах бюлетені видавали за свідоцтвом про народження та закордонним паспортом. Ближче до вечора 21 квітня на дільниці 710-892 у Каневі виник конфлікт., 21 квітня поліція області зафіксувала 33 повідомлення щодо можливих порушень виборчого законодавства. Більшість звернень стосувались того, що люди не знаходили себе у списках виборців. Правоохоронці відкрили 2 кримінальні провадження: за незаконне використання бюлетеню та випадок, коли виборець проголосував двічі. Загалом з початку виборчого процесу, з 31 грудня, надійшло 228 повідомлень про можливі порушення виборчого законодавства., За словами Захара Колісніченка, станом на 20 годину дня голосування активність виборців на Черкащині склала 60,93%. Найнижча явка в області була зафіксована на 108 окрузі – 59%. Найактивнішими були виборці 194 округу в Черкасах – майже 62,5%., Громадський омбудсмен із захисту виборчих прав ""ОПОРИ"" Тарас Щербатюк наголошує на випадках недоступності виборчих дільниць. Адже, як виявилось, не всі громадяни мали змогу поставити свій підпис у бюлетені., , Чому виникла така ситуація, представники ""ОПОРИ"" будуть з’ясовувати із департаментом охорони здоров’я. Зазначимо, відповідно до ЗУ ""Про вибори Президента України"", голосувати не можуть ті люди, яких суд визнав недієздатними., Напередодні виборів ""опорівці"" обговорювали із міськими владцями ситуацію по цих школах. Незважаючи на обіцянки облаштувати ДВК, усе лишилось незмінно., Як повідомляв сайт vikka.ua, у трьох громадах-об'єднавцях Черкащини ,., ","#ВІККА,#новини,#вибори,#Черкащина",https://www.vikka.ua/novini/ce-znushhannya-nad-viborcyami-yak-na-cherkashhini-minuv-den-golosuvannya-foto/
Черкащанин зберігав удома небезпечні наркотики," До Черкаського районного відділку поліції надійшло повідомлення про те, що у житель одного із сіл зберігає вдома наркотики. Про це повідомляє , ГУНП в Черкаській області., Під час обшуку помешкання правоохоронці виявили опій ацетильований. Власник наркотиків пояснив, що зберігав їх для власного вжитку. Речовину було вилучено та направлено на експертизу., За скоєний злочин чоловіку загрожує покарання у вигляді штрафу від 50 до 100 неоподатковуваних мінімумів доходів громадян або виправні роботи на строк до двох років, або арешт на строк до шести місяців, або обмеження волі на строк до трьох років, або позбавлення волі на той самий строк., Як повідомляв сайт vikka.ua, у Черкасах у водія , пістолет., ,  ","#ВІККА,#новини,#Черкащина,#наркотики",https://www.vikka.ua/novini/cherkashhanin-zberigav-udoma-nebezpechni-narkotiki/
Черкаські сквери прикрашають до Великодня," У Черкасах розпочали святкову підготовку до Великоднього фестивалю. Про це повідомляє прес-служба КП ""Дирекція парків""., Так, вихованці закладів позашкільної освіти сьогодні, 22 квітня, тематично розпочали прикрашати сквер Юність., Вже у середу, 24 квітня, офіційно стартує святковий Великодній фестиваль. Урочисте відкриття відбудеться о 16:00., Виставка триватиме до 12 травня., , , , Як повідомляв сайт vikka.ua, дорожники , трасу біля Сміли., ,  ","#Черкаси,#ВІККА,#новини,#Великдень",https://www.vikka.ua/novini/cherkaski-skveri-prikrashayut-do-velikodnya/
Проти всіх,"За попередніми підрахунками ""ОПОРИ"", в Україні 2,5% зіпсованих бюлетенів.,Багато хто говорив напередодні виборів, що зіпсує свій бюлетень. Насправді, це практика дещо кепська, оскільки це зняття з себе відповідальності.,До 2011 року в нас була графа ""Проти всіх"". В 1998 році 5,2% виборців – це майже півтора мільйони осіб – на парламентських виборах голосували проти всіх. І на виборах 2010 року 4,3% людей проголосували проти обох кандидатів на пост Президента. Це більше мільйона виборців.,Зрештою, за рекомендацією міжнародних партнерів і виходячи з міжнародної практики, цю графу прибрали. Виборців закликають не псувати бюлетень. ""Якщо я не зіпсую, то хтось за мене проголосує"", – коментують люди. Повірте, в таких умовах спостереження і різнопредставленні комісії це складно зробити.,Чому міжнародні партнери рекомендують відсутність графи ""Проти всіх""? Тому що люди знімають із себе відповідальність. Вибір треба зробити. І так само десь глибше виборці повинні розуміти, що саме вони генерують того кандидата, за якого вони потім хотіли б проголосувати. Це глибинні ідеалістичні речі.,Цьогорічний результат – 2,5% – це не так багато, як очікувалось. Тим не менше, закликаю громадян не псувати свій бюлетень, а робити усвідомлений вибір. Більше впливати на те, які кандидати будуть у бюлетенях, і не чекати, поки вам їх подадуть!","#ВІККА,#вибори,#Черкащина",https://www.vikka.ua/blogs/proti-vsix/
Родинний зв’язок: у черкаському музеї стартував автентично-емоційний фотопроект (ФОТО)," Родина до родини – утворюється рід. Рід до роду – цілий народ. З таким потужним посилом у Черкасах стартував душевний фотопроект під назвою ""Родинний зв’язок"". Понад три десятки світлин, у кожній з яких – щастя звичайної української родини, що береже традиції своєї землі, напередодні прикрасили стіни черкаського обласного краєзнавчого музею. На відкритті виставки побували й кореспонденти ,., Авторками родинного проекту стали фотографині Катерина Друзь та Анна Криворотова. Ті вже представляли колекцію своїх світлин в межах попереднього проекту ""Благословенні Богом українки"". Тоді мисткині створювали унікальні фото, аби продемонструвати можу на жіночі головні убори кінця XIX – початку XX століття. Кажуть, серед учасників минулорічного проекту було багато тих, хто просили зробити фото з кимось з родичів. , , , Усього робота над автентичним проектом тривала 1,5 роки. За цей період у фотомисткинь народжувались не лише світлини. Так, під час знімань у Катерини Друзь встигла народитись головна натхненниця – донечка., , , До роботи над ""Родинним проектом"" фотографині залучили й працівників музею. Усе – аби донести той культурний пласт, який варто берегти, плекати й передавати наступним поколінням, аби не втратити назавжди. Строї Середньої Наддніпрянщини, кажуть етнографи, – як символ української традиційності для сучасників., , , , , Крім того, розповідає музейниця, кожна родина намагалась привнести в образи щось своє –родинні надбання, які передались від мам, бабусь і прабабусь. Хтось же намагався поєднати репліки із сучасними строями., , , , Фотопроект ""Родинний зв’язок"" має свою характерну родзинку: усі світлини чорно-білі. З одного боку таке кольорове рішення пов’язане з тим, що репліки не можуть відтворити з повною ідентичністю ті відтінки, які зустрічались понад століття тому. Тоді орнамент мав не просто декоративне значення, а ніс символіко-оберігове навантаження. З іншого, як пояснює Катерина Друзь, у цьому проекті важливо було показати не стільки не багатство строю і колорит, а зіграти більше на емоціях. Аби яскравість нарядів не відволікала від душевності і чистоти родинних стосунків., Одна з авторок проекту, Анна Криворотова, зазначає: за півтора року роботи над ""Родинним зв’язком"" так і не може виділити улюблені родини,а відтак – і серію світлин. Каже, всі фотосесії улюблені й неповторні., , , , , , Участь ""Родинному зв’язку"" дала можливість врешті зібратись докупи одній з найвідоміших черкаських мистецьких династій. Так, авторки проекту забрали три покоління Теліженків задля неймовірних фото. Дизайнерка Олеся Теліженко розповідає: світлини з цього проекту вже встигли перемогти у конкурсі родинних фото у дитячому садочку, який відвідують її діти., , , Ще одна представниця творчої династії, Олександра Теліженко називає ""Родинний зв’язок"" поверненням до майбутнього. Адже українська вишивка – це наша національна ідея, з допомогою якої ми укріплюємо рід та історію нашого народу. Саме тому нині світ знає й ідентифікує Україну за вишиванками., Як повідомляв сайт vikka.ua, у Черкасах , неймовірно жіночний проект. , ,  ","#виставка,#Черкаси,#ВІККА,#новини,#мистецтво,#фотосесія",https://www.vikka.ua/novini/rodinnij-zvyazok-u-cherkaskomu-muze%d1%97-startuvav-avtentichno-emocijnij-fotoproekt-foto/
На Черкащині відбувся фестиваль писанок (ФОТО)," Фестиваль народного мистецтва й писанки відбувся у Мокрокалигірській тергромаді. Свято зібрало у ОТГ 17 громад регіону, які представили свій культурний, мистецький і туристичний потенціал. Про це повідомляє , Черкаської ОДА., Видовищну яскраву подію організували у Мокрокалигірському садибному парку, що є пам’яткою садово-паркового мистецтва кінця 18 століття. Саме тут громади розмістили експозиції своїх писанок, картин, рушників та інших виробів народного мистецтва, пов’язаних із Великоднем. Крім виступів творчих колективів, цього дня громади змагалися і у футбольному матчі, що також став частиною свята., , До Фестивалю писанки Мокрокалигірська громада створила вздовж центральної вулиці експозицію із великих писанок, вироблених і розмальованих різними колективами ОТГ. Заклади, що працюють у громаді, представили на святі власні тематичні експозиції, демонстрували цікаві майстер-класи – розмальовування писанок, випікання млинців, створення вегетаріанських страв до Великодня., , Як повідомляв сайт vikka.ua, черкаські , прикрашають до Великодня., ,  ","#ВІККА,#новини,#Черкащина,#фестиваль,#Великдень",https://www.vikka.ua/novini/na-cherkashhini-vidbuvsya-festival-pisanok-foto/
У селянина із Черкащини знайшли наркотики," В одному із сіл Черкаського району правоохоронці помітили чоловіка, який підозріло себе поводив. Про це повідомляє , ГУНП в Черкаській області., Під час поверхневого огляду в чоловіка виявили згорток сушеної коноплі. Чоловік пояснив, що наркотики зберігав для власного вживання. Речові докази вилучено та направлено на експертизу., За скоєне чоловіку загрожує покарання у вигляді позбавлення волі на строк від двох до п'яти років., Як повідомляв сайт vikka.ua, черкащанин , удома небезпечні наркотики., ,  ","#ВІККА,#новини,#Черкащина,#наркотики",https://www.vikka.ua/novini/u-selyanina-iz-cherkashhini-znajshli-narkotiki/
Юні таланти Черкас виготовили на великодній конкурс оригінальні писанки (ФОТО)," Дерев’яні, керамічні, натуральні; з тканини, ниток, стрічок, паперу; у жовтих, оранжевих та червоних кольорах… Таке розмаїття творчості представили на конкурс-виставку ""Великдень – 2019"" юні таланти у позашкільному навчальному закладі ""Багатопрофільний молодіжний центр"" Черкаської міської ради., Щорічно, напередодні Пасхальних святкових днів, Центр запрошує ""позмагатися у творчій боротьбі"" маленьких митців закладу., Своє мистецьке бачення у 140 художніх експонатах презентували 113 вихованців відділу декоративно-прикладної творчості у двох номінаціях: ""Пасхальний сувенір"" і ""Композиція на весняну та Великодню тематику""., , Захід залучає дітей до відродження, збереження українських народних традицій щодо виготовлення писанок, Великодніх атрибутів декоративно-ужиткового мистецтва, надання вихованцям можливості проявити своюіндивідуальність., , Найкращі роботи гуртківців візьмуть участь у виставці вуличних інсталяцій Великодніх дерев та писанок, яка відбудеться в рамках міського масштабного заходу ""Черкаський Великодній фестиваль""., , , Як повідомляв сайт vikka.ua, черкаські сквери , до Великодня., ","#Черкаси,#ВІККА,#новини,#Великдень",https://www.vikka.ua/novini/yuni-talanti-cherkas-vigotovili-na-velikodnij-konkurs-originalni-pisanki-foto/
Кілька вулиць у Черкасах лишаться без світла," У Черкасах 23 квітня відбудеться планове відключення електропостачання на чотирьох вулицях. Про це повідомляє , Черкаської міської ради., Так, без світла залишаться мешканці будинків по вулиці Надпільна 31, 22-166,115-211, І.Франка 94-104/1 та Новопречистенська 47-49. Також електроенергії не буде на провулку Матросова 43-67/1,48-72., Відновлення електропостачання відбудеться після 17 години., Як повідомляв сайт vikka.ua, головною вулицею Черкас на півдня , рух транспорту., ,  ","#Черкаси,#ВІККА,#новини,#електропостачання",https://www.vikka.ua/novini/kilka-vulic-u-cherkasax-lishatsya-bez-svitla/
Черкаський депутат заінтригував соцмережу загадкою про будівництво у зеленій зоні (ФОТО)," За відгадку – грошова винагорода. Таку незвичну вечірню вікторину запустив черкаський депутат Олександр Радуцький на свій сторінці у ""Фейсбуці"", опублікувавши фото будівництва. Ймовірно, з зеленої зони в Соснівці. Трьом найкмітливішим, хто відгадає, що будується на цьому місці, обранець пообіцяв поповнення мобільного рахунку. , , , Купи піску, щебню, кілька закопаний бетонних кілець – на обгородженій ділянці зі світлин дійсно ведеться будівництво. Всього за годину після публікації вона назбирала близько сотні відповідей від містян. Ті обурюються вирубаним лісом і водночас намагаються відгадати, пропонуючи найрізноманітніші варіанти. Від крематорію і сміттєпереробного заводу, будівництва яких черкасці ніяк не можуть дочекатись від міської влади, до котеджів, які приписують міському голові і одному з його заступників. Пропонують також варіант з будівництвом автомийки, яке пов’язують з іменем доньки одного з місцевих підприємців. Однак усі варіанти, каже депутат, – поки невірні., , У коментарі кореспондентам , Радуцький також не відкрив секрету оприлюднених світлин. Проте пообіцяв містянам уже найближчими днями ще багато цікавих і несподіваних фактів, пов’язаних з будівельним роботами на цій ділянці., Як повідомляв сайт vikka.ua, черкаський депутат , мера виділити кошти для ремонту школи та доріг на Казбеті.","#Черкаси,#ВІККА,#новини,#будівництво,#Соснівка",https://www.vikka.ua/novini/cherkaskij-deputat-zaintriguvav-socmerezhu-zagadkoyu-pro-budivnictvo-u-zelenij-zoni-foto/
Під час масштабної толоки на Митниці заклали новий сквер (ВІДЕО),"В Україні – День довкілля. На Митниці – велелюдна толока. Сюди місцевих жителів скликав депутат міськради Юрій Тренкін – він обраний по цьому округу. Пояснює: так вирішив боротися з тутешнім стихійним смітником.,""Я вірю в те, що створивши цю зелену зону сьогодні ми надихнемо людей на те щоб вони думали, не викидала сміття поряд із зеленими насадженнями, поряд з квітучими кустарними"".,Цю ділянку несумлінні черкащани намагались перетворити на смітник. Комунальники щотижня звідси вивозили цілі причепи непотребу.,""Ще буквально три дні тому ми вивезли звідси три трактора грязі, вивезли певно більше 2-3 тракторів камінців, бетонних брил, різного складу мукора, будівельного мусора, звичайно старі биті меблі ну і парослі чагарників"".,Тепер замість усього цього тут буятиме зелень. Учасників толоки консультують досвідчені флористи. Напередодні сюди завезли ґрунт – щоб усе прижилось. Дерева, кущі та квіти – нова оаза захоплює різноманіттям. До толоки долучаються і владці Черкас. Гуртом працюють кілька годин.,""Висаджується до 70 дерев, же дуб червоний, липа звичайно, висаджується терен, все це ми обрисовуємо хостою, це така рослина, яка розкидається.. велике листя, висаджуємо форзицю"".,Ініціатори толоки сподіваються, що зроблене власними руками місцеві жителі цінуватимуть більше. Водночас заохочують заквітчати всю Митницю.,""Хотів би започаткувати сьогодні акцію ""Квітуча Митниця"" і встановити призовий фонд стосовно двору, який буде найкращим. Митниця повинна бути квітучою, не дивлячись на те, що це пісок, що це намив, Митниця буде квітучою, я вам це обіцяю"".,Подробиці акції Юрій Тренкін пообіцяв розповісти вже згодом.",,https://www.vikka.ua/novini-na-vikka/politichni-novini/pid-chas-masshtabno%d1%97-toloki-na-mitnici-zaklali-novij-skver-video/
"Подаруй життя. Кирило Благодір, 3 роки, злоякісне утворення в легенях","Не по роках сміливий та непосидючий. 3-річний Кирило не зупиняється ні на мить. Уперше за останні кілька місяців малий має доступ до дитячих забав.,А це реальність Кирила останній рік. Саме стільки він бореться з онконедугом. У хлопчика діагностували злоякісне утворення в легенях. На момент виявлення недуг вже почав ширитися організмом і дав метастази. Столичні медики прооперували Кирила й видалили пухлину. Та чи остаточно – може показати лише спеціальне обстеження.,Та поки батьки збирають на обстеження, Кирило потребує високодозової хімії з підсадкою стовбурових клітин. Першу вже провели у столиці. Друга ж – під питанням.,А ще малий впевнено будує плани на майбутнє.Та аби все це втілилося, родині терміново потрібна фінансова підтримка. Без неї така доросла боротьба маленького хлопчика може зійти нанівець. Нині життя Кирила цілком залежить від щедрості небайдужих.",,https://www.vikka.ua/informatsiya-ta-analitika/podaruy-zhittya/podaruj-zhittya-kirilo-blagodir-3-roki-zloyakisne-utvorennya-v-legenyax/
"Подаруй життя. Аліна Паливода, 35 років, рак молочної залози","Замість обідньої прогулянки – футбол вдома. 2-річний Платон та 9-річний Ярослав влаштували ігрову просто серед вітальні. Грають тихо, бо мама тільки повернулася з лікарні.,У такому дорослому режимі Ярослав живе останні два роки. Відтоді, як у мами виявили рак молочної залози.,На цих архівних кадрах жінка тільки розпочала лікування.,Позаду в 35-річної Аліни 13 курсів хімії. Організм молодої мами задовільно реагує на лікування. Й недуг майже відступив. Втім, закріпити результат жінці не по кишені.,Та весь бюджет сім’ї поки тримається лише на чоловіку – колишньому АТОвцю. Навіть після важкого поранення, він вимушений працювати. Поки ж його немає, вдома за старшого Ярослав., Порятунок найкращої в світі мами коштує понад 200 тисяч гривень. І зібрати їх без сторонньої допомоги родина не зможе. Вся надія 2-річного Платона та 9-річного Ярослава на щедрість небайдужих.",,https://www.vikka.ua/informatsiya-ta-analitika/podaruy-zhittya/podaruj-zhittya-alina-palivoda-35-rokiv-rak-molochno%d1%97-zalozi/
"Бігмени дублерського кладу ""Мавп"" розпочали пошук талантів серед школярів (ВІДЕО)","Із майданчика до школи. Гравці дублерського складу ""Черкаських Мавп"" влаштували справжній баскетбольний відбір талантів. Бігмени Ярослав Войтович і Максим Бухало провели майстер-клас для учнів загальноосвітньої школи №12. Чим дивували потенційних спортсменів та хто чекав на ""Мавп"" найбільше – бачили мої колеги.","#Баскетбол,#діти,#спорт",https://www.vikka.ua/novini-na-vikka/vikka-novini/bigmeni-dublerskogo-kladu-mavp-rozpochali-poshuk-talantiv-sered-shkolyariv-video/
"Найбільша явка на Черкащині в обласному центрі, найменша – у Смілі (ВІДЕО)","Вихідними черкащани разом із усією Україною обирали свого Президента. Голосувати за кандидатів у другому турі виборів зійшлося майже 593 тисячі жителів області. Що на 25 тисяч черкащан менше, ніж взяло участь у першому турі. Явка виборців у семи територіальних округах Черкащини склала майже 61%. Найактивнішими були жителі Черкас, віддати свої голоси прийшло понад 62% містян. Найбільш пасивними – сміляни й кам’янчани із показником ледь вищим за 59%. Станом на п’яту годину вечора ЦВК опрацювала вже 99,9% протоколів ОВК. Не встигли повністю облікувати лише результати 197 територіального виборчого округу, що із центром у Каневі. Із двох кандидатів черкащани найбільшу підтримку надали лідеру ""95 кварталу"" Володимиру Зеленському. Свої голоси за нього віддало майже 77,5% виборців. Це майже 459 тисяч осіб. Чинного Гаранта в другому турі підтримало ледь більше 20% областян, тобто 119 тисяч жителів. Такі цифри є середніми по Україні. Загалом, у голосуванні взяло участь 18 439 000 українців. ЦВК визнала другий тур виборів таким, що відбувся.","#вибори,#статистика",https://www.vikka.ua/novini-na-vikka/vikka-novini/najbilsha-yavka-na-cherkashhini-v-oblasnomu-centri-najmensha-u-smili-video/
Протягом минулої доби в Черкасах трапилося 12 ДТП (ВІДЕО),"По аварії щодві години. У середньому. Протягом минулої доби в Черкасах трапилося 12 ДТП. Про це повідомляє прес-служба Управління патрульної поліції в Черкаській області. Так, на вулиці Надпільній водій автомобіля ""Тойота Прадо"" не дотримався безпечної дистанції й зіткнувся з ""Нісан Альмера"". В аварії ніхто не постраждав, у винуватця ж вилучили посвідчення водія. Без потерпілих обійшлася і автопригода на вулиці Грушевського. Там ""Рено Кенго"" зіткнулося з легковиком. За порушення на водія першого транспортного засобу склали адміністративні матеріали. Загалом за один день трапилося 12 аварій за участі транспортних засобів. Чотири з яких оформили патрульні, у семи випадках – водії склали євро протоколи. В одній із ДТП постраждала жінка. Її син, який саме був за кермом, втратив свідомість і влетів у дерево. Як наслідок, черкащанці затисло ногу. Аби визволити жінку, рятувальники відірвали двері. Пасажирку транспортували до лікарні.","#аварія, ДТП,#статистика",https://www.vikka.ua/novini-na-vikka/vikka-novini/protyagom-minulo%d1%97-dobi-v-cherkasax-trapilosya-12-dtp-video/
